S#No#,State Code,State Name ,District Code,District Name ,Sub-District Code,Sub-District Name,Village Code,Village Version,Village Name,Village Name Local,Village Status,Census 2001 Code,Census 2011 Code,SheetName,,,
15726,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27196,2,Nishva Singh Dhar (65),,Un-Inhabitant,1994100,27196,Report$,,,
15727,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27202,2,D.P.F. C-85 (69),,Inhabitant,1994700,27202,Report$,,,
15728,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27107,2,Rigegurgur Dhar (22),,Un-Inhabitant,1985200,27107,Report$,,,
15729,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27173,2,Nigulsari,,Inhabitant,1991800,27173,Report$,,,
15730,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27152,2,Kangos (33),,Inhabitant,1989700,27152,Report$,,,
15731,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27192,2,D.P.F-73 (46),,Un-Inhabitant,1993700,27192,Report$,,,
15732,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27096,2,DPF Chota Kamba Abal,,Un-Inhabitant,1984100,27096,Report$,,,
15733,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27101,2,DPF-94 (13),,Un-Inhabitant,1984600,27101,Report$,,,
15734,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27085,2,Hurwa,,Inhabitant,1983000,27085,Report$,,,
15735,2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar,27205,2,Panvi Khas,,Inhabitant,1995000,27205,Report$,,,
15736,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27352,1,Chhitkul (63),,Inhabitant,2009700,27352,Report$,,,
15737,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27351,1,Dhar Noshang Nichli (58),,Inhabitant,2009600,27351,Report$,,,
15738,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27350,1,Dhar Noshang Uperli (64),,Inhabitant,2009500,27350,Report$,,,
15739,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27348,1,Mastrang (59/3),,Inhabitant,2009300,27348,Report$,,,
15740,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27264,1,Thikru (2/2),,Inhabitant,2000900,27264,Report$,,,
15741,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27304,1,D.P.F.C-152 (B) (31),,Un-Inhabitant,2004900,27304,Report$,,,
15742,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27284,1,Batingra Dhar (12),,Un-Inhabitant,2002900,27284,Report$,,,
15743,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27373,1,Dhar Chaling Gaarh (84),,Inhabitant,2011800,27373,Report$,,,
15744,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27369,1,Dhar Nakurchhe (81),,Inhabitant,2011400,27369,Report$,,,
15745,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27368,1,Dhar Chorgaarh (80),,Inhabitant,2011300,27368,Report$,,,
15746,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27364,1,Dhar Gundar (76),,Inhabitant,2010900,27364,Report$,,,
15747,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27361,1,Dhar Nithal (73),,Inhabitant,2010600,27361,Report$,,,
15748,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27360,1,Dhar Dumti (72),,Inhabitant,2010500,27360,Report$,,,
15749,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27358,1,Dhar Ranikanda (70),,Inhabitant,2010300,27358,Report$,,,
15750,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27357,1,Dhar Hilap (69),,Inhabitant,2010200,27357,Report$,,,
15751,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27356,1,Dhar Shothang (68),,Inhabitant,2010100,27356,Report$,,,
15752,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27355,1,Dhar Gire (66),,Inhabitant,2010000,27355,Report$,,,
15753,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27347,1,Dhar Tawla (62),,Inhabitant,2009200,27347,Report$,,,
15754,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27346,1,Dhar Gelap (61),,Inhabitant,2009100,27346,Report$,,,
15755,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27344,1,Rakchham (59/1),,Inhabitant,2008900,27344,Report$,,,
15756,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27341,1,Dhar Kalikutang Nichli (54),,Inhabitant,2008600,27341,Report$,,,
15757,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27339,1,D.P.F.C-163 (51),,Inhabitant,2008400,27339,Report$,,,
15758,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27338,1,D.P.F.C 162-A (50),,Inhabitant,2008300,27338,Report$,,,
15759,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27337,1,Kharogla (59/2),,Inhabitant,2008200,27337,Report$,,,
15760,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27336,1,D.P.F.C-161 (48),,Inhabitant,2008100,27336,Report$,,,
15761,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27335,1,D.P.F.C.-160 (49),,Inhabitant,2008000,27335,Report$,,,
15762,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27332,1,D.P.F.C 162-B (45),,Inhabitant,2007700,27332,Report$,,,
15763,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27330,1,Batseri (43/1),,Inhabitant,2007500,27330,Report$,,,
15764,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27329,1,Dhar Hanyanichli (40),,Inhabitant,2007400,27329,Report$,,,
15765,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27323,1,D.P.F.C 157 Basering (42),,Inhabitant,2006800,27323,Report$,,,
15766,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27320,1,Panpo Kanda (34/3),,Inhabitant,2006500,27320,Report$,,,
15767,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27319,1,Thapa Saring (34/2),,Inhabitant,2006400,27319,Report$,,,
15768,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27318,1,Goroden (33/5),,Inhabitant,2006300,27318,Report$,,,
15769,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27316,1,Kamru Khas (33/1),,Inhabitant,2006100,27316,Report$,,,
15770,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27303,1,Shaung Khas (27/1),,Inhabitant,2004800,27303,Report$,,,
15771,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27297,1,Nagassaring (19/2),,Inhabitant,2004200,27297,Report$,,,
15772,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27291,1,D.P.F.C-165 (24),,Inhabitant,2003600,27291,Report$,,,
15773,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27290,1,D.P.F.C-166 Wadang (23),,Inhabitant,2003500,27290,Report$,,,
15774,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27289,1,Dhar Wadang (26),,Inhabitant,2003400,27289,Report$,,,
15775,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27288,1,Barua Khas (19/1),,Inhabitant,2003300,27288,Report$,,,
15776,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27287,1,D.P.F.C-147-148 (20),,Inhabitant,2003200,27287,Report$,,,
15777,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27277,1,Shenan Den (13/2),,Inhabitant,2002200,27277,Report$,,,
15778,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27306,1,D.P.F.C-152(A) (30),,Un-Inhabitant,2005100,27306,Report$,,,
15779,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27302,1,Tesha Guden (27/3),,Un-Inhabitant,2004700,27302,Report$,,,
15780,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27300,1,Bulcho Dhar (18),,Un-Inhabitant,2004500,27300,Report$,,,
15781,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27281,1,Supitang Dhar (10),,Un-Inhabitant,2002600,27281,Report$,,,
15782,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27279,1,D.P.F. Baturi C-145 (14),,Un-Inhabitant,2002400,27279,Report$,,,
15783,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27274,1,Gunthar (6/2),,Un-Inhabitant,2001900,27274,Report$,,,
15784,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27273,1,D.P.F. C-142-144 Kumkumi (8),,Un-Inhabitant,2001800,27273,Report$,,,
15785,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27270,1,D.P.F.C-140-141 Kilba (5),,Un-Inhabitant,2001500,27270,Report$,,,
15786,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27268,1,D.P.F.C-139 Tiuden (4),,Un-Inhabitant,2001300,27268,Report$,,,
15787,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27267,1,D.P.F.C-138 Thikru (3),,Un-Inhabitant,2001200,27267,Report$,,,
15788,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27370,1,Dhar Thanda Pani (82),,Inhabitant,2011500,27370,Report$,,,
15789,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27327,1,Dhar Hanyauperli (39),,Inhabitant,2007200,27327,Report$,,,
15790,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27326,1,Dhar Dewar (38),,Inhabitant,2007100,27326,Report$,,,
15791,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27283,1,Botyaring Dhar (11),,Un-Inhabitant,2002800,27283,Report$,,,
15792,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27265,1,D.P.F.C-137 A+B (1),,Un-Inhabitant,2001000,27265,Report$,,,
15793,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27372,1,Dhar Nelang (85),,Inhabitant,2011700,27372,Report$,,,
15794,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27366,1,Dhar Nakdum (78),,Inhabitant,2011100,27366,Report$,,,
15795,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27365,1,Dhar Jowtya (77),,Inhabitant,2011000,27365,Report$,,,
15796,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27362,1,Dhar Karu (74),,Inhabitant,2010700,27362,Report$,,,
15797,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27359,1,Dhar Shonchayo (71),,Inhabitant,2010400,27359,Report$,,,
15798,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27354,1,Dhar Bhujaya (65),,Inhabitant,2009900,27354,Report$,,,
15799,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27345,1,Dhar Shoshla (60),,Inhabitant,2009000,27345,Report$,,,
15800,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27343,1,Dhar Kamkamphur (56),,Inhabitant,2008800,27343,Report$,,,
15801,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27342,1,Dhar Kali Kutang Uperli (55),,Inhabitant,2008700,27342,Report$,,,
15802,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27340,1,D.P.F.C-159 Batseri (52),,Inhabitant,2008500,27340,Report$,,,
15803,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27334,1,Dhar Bhadri (47),,Inhabitant,2007900,27334,Report$,,,
15804,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27331,1,Seringche (43/2),,Inhabitant,2007600,27331,Report$,,,
15805,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27325,1,Dewar Kanda (34/6),,Inhabitant,2007000,27325,Report$,,,
15806,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27324,1,D.P.F Hurua-C-156 (41),,Inhabitant,2006900,27324,Report$,,,
15807,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27322,1,Boning Saring (34/4),,Inhabitant,2006700,27322,Report$,,,
15808,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27321,1,D.P.F.C-162 (44),,Inhabitant,2006600,27321,Report$,,,
15809,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27317,1,Lachonden (33/4),,Inhabitant,2006200,27317,Report$,,,
15810,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27315,1,Kupa (33/2),,Inhabitant,2006000,27315,Report$,,,
15811,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27314,1,Sangla (34/1),,Inhabitant,2005900,27314,Report$,,,
15812,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27313,1,D.P.F.C-154-155 (36),,Inhabitant,2005800,27313,Report$,,,
15813,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27312,1,Sangla Kanda (34/5),,Inhabitant,2005700,27312,Report$,,,
15814,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27311,1,Dhar Rupan (37),,Inhabitant,2005600,27311,Report$,,,
15815,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27309,1,Jareyo (32/3),,Inhabitant,2005400,27309,Report$,,,
15816,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27308,1,Dhar Dambar (29),,Inhabitant,2005300,27308,Report$,,,
15817,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27307,1,Chasu Khas (32/1),,Inhabitant,2005200,27307,Report$,,,
15818,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27305,1,Limoden (32/2),,Inhabitant,2005000,27305,Report$,,,
15819,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27298,1,Mone Rang (19/3),,Inhabitant,2004300,27298,Report$,,,
15820,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27296,1,D.P.F.C 149-150 (21),,Inhabitant,2004100,27296,Report$,,,
15821,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27295,1,Shobre Yanang (27/2),,Inhabitant,2004000,27295,Report$,,,
15822,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27294,1,D.P.F.C-151 A+B (22),,Inhabitant,2003900,27294,Report$,,,
15823,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27293,1,D.P.F.C-164 (25),,Inhabitant,2003800,27293,Report$,,,
15824,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27278,1,Baturi (13/3),,Inhabitant,2002300,27278,Report$,,,
15825,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27276,1,Sapni Khas (13/1),,Inhabitant,2002100,27276,Report$,,,
15826,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27269,1,Kilba Khas (2/1),,Inhabitant,2001400,27269,Report$,,,
15827,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27301,1,Dhar Pashel(28),,Un-Inhabitant,2004600,27301,Report$,,,
15828,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27286,1,D.P.F.C-146 (15),,Un-Inhabitant,2003100,27286,Report$,,,
15829,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27285,1,Anati Dhar (16),,Un-Inhabitant,2003000,27285,Report$,,,
15830,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27282,1,Pilacho Dhar (9),,Un-Inhabitant,2002700,27282,Report$,,,
15831,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27280,1,Baturi Kanda (13/5),,Un-Inhabitant,2002500,27280,Report$,,,
15832,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27275,1,Patyo (13/4),,Un-Inhabitant,2002000,27275,Report$,,,
15833,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27272,1,D.P.F.C-143 Sapni (7),,Un-Inhabitant,2001700,27272,Report$,,,
15834,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27266,1,Nyardeem (2/3),,Un-Inhabitant,2001100,27266,Report$,,,
15835,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27353,2,Dhar Mujlang (67),,Inhabitant,2009800,27353,Report$,,,
15836,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27371,2,Dhar Damochgarh (83),,Inhabitant,2011600,27371,Report$,,,
15837,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27299,2,Tilchakua Dhar (17),,Un-Inhabitant,2004400,27299,Report$,,,
15838,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27367,2,Dhar Arsomang (79),,Inhabitant,2011200,27367,Report$,,,
15839,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27310,2,D.P.F.-153 Chhido (35),,Inhabitant,2005500,27310,Report$,,,
15840,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27363,2,Dhar Baspa (75),,Inhabitant,2010800,27363,Report$,,,
15841,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27349,2,Dhar Noshang Pashchimi (57),,Inhabitant,2009400,27349,Report$,,,
15842,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27292,2,Regsanthang,,Inhabitant,2003700,27292,Report$,,,
15843,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27328,2,Dhar Sigan (53),,Inhabitant,2007300,27328,Report$,,,
15844,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27271,2,Kanai Khas,,Inhabitant,2001600,27271,Report$,,,
15845,2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla,27333,3,Dhar Bujlang (46),,Inhabitant,2007800,27333,Report$,,,
15846,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27218,2,Shakamrang (91/6),,Un-Inhabitant,1996300,27218,Report$,,,
15847,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27236,2,D.P.F.Tilchoka C-251 (106),,Un-Inhabitant,1998100,27236,Report$,,,
15848,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27135,2,Kangarang (30/15),,Inhabitant,1988000,27135,Report$,,,
15849,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27254,2,D.P.F Ramni (83),,Un-Inhabitant,1999900,27254,Report$,,,
15850,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27231,2,D.P.F.Baragdo C-253 (101),,Un-Inhabitant,1997600,27231,Report$,,,
15851,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27214,2,D.P.F.C - 258 B Tiyudang (94),,Un-Inhabitant,1995900,27214,Report$,,,
15852,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27216,2,Kangarang (91/ 7),,Inhabitant,1996100,27216,Report$,,,
15853,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27262,2,D.P.F.Punang 133-136 (89),,Un-Inhabitant,2000700,27262,Report$,,,
15854,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27258,2,Chhal Patri Dhar (84),,Un-Inhabitant,2000300,27258,Report$,,,
15855,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27260,2,Solah Dhar (88),,Un-Inhabitant,2000500,27260,Report$,,,
15856,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27261,2,Punang Kanda (90/2),,Un-Inhabitant,2000600,27261,Report$,,,
15857,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27238,2,D.P.F.Balaey C-250 (107),,Un-Inhabitant,1998300,27238,Report$,,,
15858,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27213,2,Yashang Dhar (93),,Inhabitant,1995800,27213,Report$,,,
15859,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27239,2,D.P.F.Kashtee C-249 (108),,Un-Inhabitant,1998400,27239,Report$,,,
15860,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27217,2,D.P.F.Tilchang C-256,257-258A (95),,Un-Inhabitant,1996200,27217,Report$,,
15861,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27222,2,Urabaning (91/2),,Inhabitant,1996700,27222,Report$,,,
15862,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27229,2,Rall Santhang (100/3),,Inhabitant,1997400,27229,Report$,,,
15863,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27228,2,D.P.F.-Rachmanang C-254-255 (99),,Un-Inhabitant,1997300,27228,Report$,,,
15864,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27215,2,D.P.F.Kangarang C-87 A,88 B (92),,Un-Inhabitant,1996000,27215,Report$,,
15865,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27245,2,Cholling (104/2),,Inhabitant,1999000,27245,Report$,,,
15866,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27240,2,Ghumaruning (104/3),,Inhabitant,1998500,27240,Report$,,,
15867,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27224,2,Dharmaling (91/1),,Inhabitant,1996900,27224,Report$,,,
15868,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27243,2,D.P.F.Runang C-248 (110),,Un-Inhabitant,1998800,27243,Report$,,,
15869,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27233,2,Yuldang (102/2),,Un-Inhabitant,1997800,27233,Report$,,,
15870,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27235,2,D.P.F.Bargde C-252 (105),,Un-Inhabitant,1998000,27235,Report$,,,
15871,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27242,2,Runang Uperla (111),,Inhabitant,1998700,27242,Report$,,,
15872,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27253,2,Morang Kanda (75/4),,Un-Inhabitant,1999800,27253,Report$,,,
15873,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27244,2,Runang Nichla (104/4),,Inhabitant,1998900,27244,Report$,,,
15874,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27232,2,Yulla Khas (102/1),,Inhabitant,1997700,27232,Report$,,,
15875,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27225,2,Yashang (91/5),,Inhabitant,1997000,27225,Report$,,,
15876,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27219,2,Raag Panung (91/4),,Inhabitant,1996400,27219,Report$,,,
15877,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27255,2,D.P.F.Jani-131-132 A.B (87),,Un-Inhabitant,2000000,27255,Report$,,,
15878,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27241,2,Rukchawal Dhar (109),,Un-Inhabitant,1998600,27241,Report$,,,
15879,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27256,2,Kalingo (86/2),,Un-Inhabitant,2000100,27256,Report$,,,
15880,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27248,2,Jani (86/1),,Inhabitant,1999300,27248,Report$,,,
15881,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27247,2,Kagsthal (75/2),,Inhabitant,1999200,27247,Report$,,,
15882,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27259,2,Dulgi Dhar (85),,Un-Inhabitant,2000400,27259,Report$,,,
15883,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27227,2,Shunathachang Dhar (98),,Inhabitant,1997200,27227,Report$,,,
15884,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27230,2,Urni Khas (100/1),,Inhabitant,1997500,27230,Report$,,,
15885,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27250,2,Shuthanang (75/3),,Un-Inhabitant,1999500,27250,Report$,,,
15886,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27249,2,Ramni Khas (75/1),,Inhabitant,1999400,27249,Report$,,,
15887,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27251,2,Boring Chot Dhar (80),,Un-Inhabitant,1999600,27251,Report$,,,
15888,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27223,2,Tapri (91/3),,Inhabitant,1996800,27223,Report$,,,
15889,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27237,2,Meeru Khas (104/1),,Inhabitant,1998200,27237,Report$,,,
15890,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27221,2,Chatrang Dhar (97),,Un-Inhabitant,1996600,27221,Report$,,,
15891,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27257,2,Upat Dhar (82),,Un-Inhabitant,2000200,27257,Report$,,,
15892,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27234,2,Kutano (100/2),,Inhabitant,1997900,27234,Report$,,,
15893,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27263,2,Punang Khas (90/1),,Inhabitant,2000800,27263,Report$,,,
15894,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27252,2,Roshang Dhar (81),,Un-Inhabitant,1999700,27252,Report$,,,
15895,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27226,2,Rora Kanda (103),,Un-Inhabitant,1997100,27226,Report$,,,
15896,2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri,27246,3,D.P.F. Kagsthal 128 B-129 (76),,Un-Inhabitant,1999100,27246,Report$,,,
15897,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12665,1,Up Muhal Shanag,,Inhabitant,598200,12665,Report$,,,
15898,2,HIMACHAL PRADESH,20,KULLU,117,Manali,937574,1,Up Muhal Dhungi-I,,Inhabitant,,0,Report$,,,
15899,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12666,1,Up Muhal Gaushal,,Inhabitant,598200,12666,Report$,,,
15900,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12732,1,Up Muhal Jamari,,Inhabitant,599900,12732,Report$,,,
15901,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12691,1,Up Muhal Klaont,,Inhabitant,598600,12691,Report$,,,
15902,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12722,1,Up Muhal Barnar,,Inhabitant,599700,12722,Report$,,,
15903,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12689,1,Up Muhal Klath,,Inhabitant,598600,12689,Report$,,,
15904,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12729,1,Up Muhal Hamta 2/17,,Inhabitant,599900,12729,Report$,,,
15905,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12731,1,Up Muhal Shuru,,Inhabitant,599900,12731,Report$,,,
15906,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12723,1,Muhal Jagatsukh (20/21),,Inhabitant,599800,12723,Report$,,,
15907,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12725,1,Up Muhal Chhalala,,Inhabitant,599800,12725,Report$,,,
15908,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12728,1,Up Muhal Hamta,,Inhabitant,599900,12728,Report$,,,
15909,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12704,1,Muhal Shigli (22/31),,Inhabitant,599000,12704,Report$,,,
15910,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12718,1,Up Muhal Sajal Vihal,,Inhabitant,599600,12718,Report$,,,
15911,2,HIMACHAL PRADESH,20,KULLU,117,Manali,12721,1,Up Muhal Khakhanal,,Inhabitant,599700,12721,Report$,,,
